course_title,tags
Blues Guitar Lessons - Blues Guitar - Robert Johnson,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'MusicalInstruments', 'Blues', 'Guitar', 'Lessons', '-', 'Blues', 'Guitar', '-', 'Robert', 'Johnson']"
TAKE NOTE BEGINNER CLARINET!  –  Fun with Fundamental Skills,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'TAKE', 'NOTE', 'BEGINNER', 'CLARINET!', '', '–', '', 'Fun', 'with', 'Fundamental', 'Skills']"
Learn to Play Irish Fiddle,"['PaidCourse', 'PriceLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Learn', 'to', 'Play', 'Irish', 'Fiddle']"
Hands-On Guitar: The Beginner's Guide,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Hands-On', 'Guitar:', 'The', ""Beginner's"", 'Guide']"
Slap Bass For Beginners,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Slap', 'Bass', 'For', 'Beginners']"
Piano Lessons for Beginners Made Easy,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Piano', 'Lessons', 'for', 'Beginners', 'Made', 'Easy']"
Horn Pro Series - You're going to love playing French Horn,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Horn', 'Pro', 'Series', '-', ""You're"", 'going', 'to', 'love', 'playing', 'French', 'Horn']"
Instant Harmonica - play the Irish tune Whiskey in the Jar!,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Instant', 'Harmonica', '-', 'play', 'the', 'Irish', 'tune', 'Whiskey', 'in', 'the', 'Jar!']"
Didgeridoo - from zero to HERO! Part Three. Advanced level.,"['PaidCourse', 'PriceVeryLow', 'ExpertLevel', 'DurationVeryLow', 'MusicalInstruments', 'Didgeridoo', '-', 'from', 'zero', 'to', 'HERO!', 'Part', 'Three.', 'Advanced', 'level.']"
Saxophone Pro Series - You're going to love practicing Sax,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Saxophone', 'Pro', 'Series', '-', ""You're"", 'going', 'to', 'love', 'practicing', 'Sax']"
Easy Piano for Kids - Complete Beginner Piano Course,"['PaidCourse', 'PriceLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Easy', 'Piano', 'for', 'Kids', '-', 'Complete', 'Beginner', 'Piano', 'Course']"
Guitar Lessons - Two Handed Tapping Essentials,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'MusicalInstruments', 'Guitar', 'Lessons', '-', 'Two', 'Handed', 'Tapping', 'Essentials']"
Clarinet Pro Series - Fall in love with the Clarinet,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Clarinet', 'Pro', 'Series', '-', 'Fall', 'in', 'love', 'with', 'the', 'Clarinet']"
Advanced Trumpet Studies - Learn to Master the Trumpet!​,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'MusicalInstruments', 'Advanced', 'Trumpet', 'Studies', '-', 'Learn', 'to', 'Master', 'the', 'Trumpet!\u200b']"
Poldark TV series Soundtracks for Piano-Quicklessons,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Poldark', 'TV', 'series', 'Soundtracks', 'for', 'Piano-Quicklessons']"
Master the Saxophone: Intermediate Instruction Made Simple!,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'MusicalInstruments', 'Master', 'the', 'Saxophone:', 'Intermediate', 'Instruction', 'Made', 'Simple!']"
You Can Play Jazz Saxophone,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'You', 'Can', 'Play', 'Jazz', 'Saxophone']"
"Improvise Puccini´s 'E Lucevan le Stelle on Piano""","['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Improvise', 'Puccini´s', ""'E"", 'Lucevan', 'le', 'Stelle', 'on', 'Piano""']"
Building Up To Barre Chords,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Building', 'Up', 'To', 'Barre', 'Chords']"
Learn the Violin - Bowing Techniques,"['PaidCourse', 'PriceLow', 'IntermediateLevel', 'DurationVeryLow', 'MusicalInstruments', 'Learn', 'the', 'Violin', '-', 'Bowing', 'Techniques']"
Blues Guitar Lessons - Volume 3 - Minor Blues Essentials,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Blues', 'Guitar', 'Lessons', '-', 'Volume', '3', '-', 'Minor', 'Blues', 'Essentials']"
Back 2 The Basics,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Back', '2', 'The', 'Basics']"
Play the Jews Harp - instant skills for non musicians.,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'MusicalInstruments', 'Play', 'the', 'Jews', 'Harp', '-', 'instant', 'skills', 'for', 'non', 'musicians.']"
Master Trumpet Playing: Intermediate Instruction Made Simple,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'MusicalInstruments', 'Master', 'Trumpet', 'Playing:', 'Intermediate', 'Instruction', 'Made', 'Simple']"
Practical Guitar Theory: Level 1,"['PaidCourse', 'PriceLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Practical', 'Guitar', 'Theory:', 'Level', '1']"
Instant harmonica - enjoy playing Silent Night tonight!,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Instant', 'harmonica', '-', 'enjoy', 'playing', 'Silent', 'Night', 'tonight!']"
HARP&SOUL  |  Learn the Secrets of the Harmonica,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'HARP&SOUL', '', '|', '', 'Learn', 'the', 'Secrets', 'of', 'the', 'Harmonica']"
"Play Leyenda, Canarios, and Bach on Classical Guitar","['PaidCourse', 'PriceVeryHigh', 'IntermediateLevel', 'DurationVeryLow', 'MusicalInstruments', 'Play', 'Leyenda,', 'Canarios,', 'and', 'Bach', 'on', 'Classical', 'Guitar']"
Instant Harmonica - play the cool tune Dirty Old Town now!,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Instant', 'Harmonica', '-', 'play', 'the', 'cool', 'tune', 'Dirty', 'Old', 'Town', 'now!']"
Ultimate Beginner Guitar Guide - Both Acoustic & Electric ,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Ultimate', 'Beginner', 'Guitar', 'Guide', '-', 'Both', 'Acoustic', '&', 'Electric', '']"
Guitar Lessons : Rock Guitar in 1 Day!,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Guitar', 'Lessons', ':', 'Rock', 'Guitar', 'in', '1', 'Day!']"
Tenor Banjo,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'MusicalInstruments', 'Tenor', 'Banjo']"
Introduction to Lead Guitar,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'MusicalInstruments', 'Introduction', 'to', 'Lead', 'Guitar']"
Piano With Willie: Basics of Improvisation,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Piano', 'With', 'Willie:', 'Basics', 'of', 'Improvisation']"
Euphonium Pro Series - Fall in love with the Euphonium,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Euphonium', 'Pro', 'Series', '-', 'Fall', 'in', 'love', 'with', 'the', 'Euphonium']"
Pure Rock Guitar : Play Like the Gods of Rock!,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Pure', 'Rock', 'Guitar', ':', 'Play', 'Like', 'the', 'Gods', 'of', 'Rock!']"
Master the French Horn: Intermediate Instruction Made Simple,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'MusicalInstruments', 'Master', 'the', 'French', 'Horn:', 'Intermediate', 'Instruction', 'Made', 'Simple']"
Classical Guitar Technique: 80/20,"['PaidCourse', 'PriceHigh', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Classical', 'Guitar', 'Technique:', '80/20']"
Total beginner to intermediate guitar - Learn to play by ear,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Total', 'beginner', 'to', 'intermediate', 'guitar', '-', 'Learn', 'to', 'play', 'by', 'ear']"
Aprende escalas y arpegios  Vol. I: Modo mayor,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Aprende', 'escalas', 'y', 'arpegios', '', 'Vol.', 'I:', 'Modo', 'mayor']"
Aprende a tocar Guitarra RAPIDO y FACIL con Guitarsimple,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Aprende', 'a', 'tocar', 'Guitarra', 'RAPIDO', 'y', 'FACIL', 'con', 'Guitarsimple']"
Ukulele lernen für Papas mit Bruder Jakob,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Ukulele', 'lernen', 'für', 'Papas', 'mit', 'Bruder', 'Jakob']"
Tin Whistle Básico,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Tin', 'Whistle', 'Básico']"
Leve a sua técnica de pedal duplo para um novo patamar,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'MusicalInstruments', 'Leve', 'a', 'sua', 'técnica', 'de', 'pedal', 'duplo', 'para', 'um', 'novo', 'patamar']"
Sevillanas con Castañuelas - Baile y toque al mismo tiempo,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Sevillanas', 'con', 'Castañuelas', '-', 'Baile', 'y', 'toque', 'al', 'mismo', 'tiempo']"
見てわかる！やさしく独習アコギ（入門編）TAKA先生のアコースティックギターレッスンⅠ,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', '見てわかる！やさしく独習アコギ（入門編）TAKA先生のアコースティックギターレッスンⅠ']"
【すぐに覚える！】ASALATO-アサラト(打楽器)初心者向け入門講座,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', '【すぐに覚える！】ASALATO-アサラト(打楽器)初心者向け入門講座']"
Aprende a Tocar Teclado - Piano,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Aprende', 'a', 'Tocar', 'Teclado', '-', 'Piano']"
Castañuelas por Sevillanas - Curso del toque de castañuelas,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Castañuelas', 'por', 'Sevillanas', '-', 'Curso', 'del', 'toque', 'de', 'castañuelas']"
Aprende a tocar el acordeón de botones,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Aprende', 'a', 'tocar', 'el', 'acordeón', 'de', 'botones']"
Aprende a tocar Música Cristiana en el piano y teclado,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Aprende', 'a', 'tocar', 'Música', 'Cristiana', 'en', 'el', 'piano', 'y', 'teclado']"
Easy Guitar Songwriting And Harmony,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Easy', 'Guitar', 'Songwriting', 'And', 'Harmony']"
How to play easy tunes on the harmonica - just the basics,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'How', 'to', 'play', 'easy', 'tunes', 'on', 'the', 'harmonica', '-', 'just', 'the', 'basics']"
Rhythm to Rock Drum Lessons 2,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Rhythm', 'to', 'Rock', 'Drum', 'Lessons', '2']"
Instant Harmonica - play Over the Rainbow + Skye Boat now!,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Instant', 'Harmonica', '-', 'play', 'Over', 'the', 'Rainbow', '+', 'Skye', 'Boat', 'now!']"
Bagpipe Instruction For Beginners,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Bagpipe', 'Instruction', 'For', 'Beginners']"
"Flute Solos: Learn how to Perform Three Fun, Unique Pieces","['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Flute', 'Solos:', 'Learn', 'how', 'to', 'Perform', 'Three', 'Fun,', 'Unique', 'Pieces']"
Rhythm to Rock Drum Lessons 3,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Rhythm', 'to', 'Rock', 'Drum', 'Lessons', '3']"
Guitar Lessons - Sweep Picking Arpeggio Essentials,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'MusicalInstruments', 'Guitar', 'Lessons', '-', 'Sweep', 'Picking', 'Arpeggio', 'Essentials']"
Painless Piano!,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Painless', 'Piano!']"
Beginning Flute Lessons,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Beginning', 'Flute', 'Lessons']"
Piano Lesson Variety,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'MusicalInstruments', 'Piano', 'Lesson', 'Variety']"
Pop and Jazz Keyboards and Harmony (beginner level),"['PaidCourse', 'PriceVeryHigh', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Pop', 'and', 'Jazz', 'Keyboards', 'and', 'Harmony', '(beginner', 'level)']"
Starting to play the blues on your harmonica in easy steps ,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'MusicalInstruments', 'Starting', 'to', 'play', 'the', 'blues', 'on', 'your', 'harmonica', 'in', 'easy', 'steps', '']"
Learn the Viola - Scales and Fundamentals,"['PaidCourse', 'PriceLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Learn', 'the', 'Viola', '-', 'Scales', 'and', 'Fundamentals']"
"Learn to Play 'Let It Snow on Piano""","['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'MusicalInstruments', 'Learn', 'to', 'Play', ""'Let"", 'It', 'Snow', 'on', 'Piano""']"
Instant Harmonica - play the Irish anthem Danny Boy today!,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Instant', 'Harmonica', '-', 'play', 'the', 'Irish', 'anthem', 'Danny', 'Boy', 'today!']"
Piano Building Blocks: Learn Chord Additions & Variations,"['FreeCourse', '', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Piano', 'Building', 'Blocks:', 'Learn', 'Chord', 'Additions', '&', 'Variations']"
Advanced Saxophone Studies - Learn to Master the Saxophone!,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'MusicalInstruments', 'Advanced', 'Saxophone', 'Studies', '-', 'Learn', 'to', 'Master', 'the', 'Saxophone!']"
Killer Harmonica sounds using the tongue and bending notes ,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'MusicalInstruments', 'Killer', 'Harmonica', 'sounds', 'using', 'the', 'tongue', 'and', 'bending', 'notes', '']"
Instant Harmonica - play When the Saints on harmonica now!,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Instant', 'Harmonica', '-', 'play', 'When', 'the', 'Saints', 'on', 'harmonica', 'now!']"
Strumming the Guitar - 5 Lessons on Strum Patterns,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Strumming', 'the', 'Guitar', '-', '5', 'Lessons', 'on', 'Strum', 'Patterns']"
Learn Piano Online-Keys to the Keyboard,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Learn', 'Piano', 'Online-Keys', 'to', 'the', 'Keyboard']"
Ukulele Lessons For Beginners - Fast Track Your Learning,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Ukulele', 'Lessons', 'For', 'Beginners', '-', 'Fast', 'Track', 'Your', 'Learning']"
Blues Guitar Lessons - Ragtime Blues Guitar,"['PaidCourse', 'PriceVeryLow', 'ExpertLevel', 'DurationVeryLow', 'MusicalInstruments', 'Blues', 'Guitar', 'Lessons', '-', 'Ragtime', 'Blues', 'Guitar']"
Getting Started with Power Chords,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Getting', 'Started', 'with', 'Power', 'Chords']"
Blues Master - Professional Techniques Piano Course,"['PaidCourse', 'PriceLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Blues', 'Master', '-', 'Professional', 'Techniques', 'Piano', 'Course']"
Drumming 101: The Essential Elements,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Drumming', '101:', 'The', 'Essential', 'Elements']"
Flute Lessons For Beginners,"['PaidCourse', 'PriceLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Flute', 'Lessons', 'For', 'Beginners']"
Guitar for Christmas!,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Guitar', 'for', 'Christmas!']"
Learn Piano Online-Nocturnal Piano Solo,"['PaidCourse', 'PriceLow', 'IntermediateLevel', 'DurationVeryLow', 'MusicalInstruments', 'Learn', 'Piano', 'Online-Nocturnal', 'Piano', 'Solo']"
Guitar Chords and Basic Strumming,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Guitar', 'Chords', 'and', 'Basic', 'Strumming']"
Getting Started on the Acoustic Guitar,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Getting', 'Started', 'on', 'the', 'Acoustic', 'Guitar']"
Learn Piano Online-In the Garden Piano Solo,"['PaidCourse', 'PriceLow', 'IntermediateLevel', 'DurationVeryLow', 'MusicalInstruments', 'Learn', 'Piano', 'Online-In', 'the', 'Garden', 'Piano', 'Solo']"
Saxophone Essentials: Beginners Course,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Saxophone', 'Essentials:', 'Beginners', 'Course']"
Learn To Play The Guitar In A Day,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Learn', 'To', 'Play', 'The', 'Guitar', 'In', 'A', 'Day']"
88 Logic - The Essential Guide To Learning Piano,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', '88', 'Logic', '-', 'The', 'Essential', 'Guide', 'To', 'Learning', 'Piano']"
Tuba Solos: Learn how to Perform Three Fun and Unique Pieces,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'MusicalInstruments', 'Tuba', 'Solos:', 'Learn', 'how', 'to', 'Perform', 'Three', 'Fun', 'and', 'Unique', 'Pieces']"
Instant Harmonica - play Dylan's Like a Rolling Stone now!,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Instant', 'Harmonica', '-', 'play', ""Dylan's"", 'Like', 'a', 'Rolling', 'Stone', 'now!']"
Advanced Oboe Studies - Become a Master Oboist!​,"['PaidCourse', 'PriceVeryLow', 'ExpertLevel', 'DurationVeryLow', 'MusicalInstruments', 'Advanced', 'Oboe', 'Studies', '-', 'Become', 'a', 'Master', 'Oboist!\u200b']"
Instant Harmonica - play 'I just called to say I love you',"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Instant', 'Harmonica', '-', 'play', ""'I"", 'just', 'called', 'to', 'say', 'I', 'love', ""you'""]"
Jazz piano improvisation: The girl form Ipanema. Bossa nova,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Jazz', 'piano', 'improvisation:', 'The', 'girl', 'form', 'Ipanema.', 'Bossa', 'nova']"
Drum Lessons For Beginners,"['PaidCourse', 'PriceLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Drum', 'Lessons', 'For', 'Beginners']"
Piano With Willie: Jazz Kids - Vol 3,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Piano', 'With', 'Willie:', 'Jazz', 'Kids', '-', 'Vol', '3']"
Quick Piano Lessons - Tutorials for Drake's Greatest Hits,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Quick', 'Piano', 'Lessons', '-', 'Tutorials', 'for', ""Drake's"", 'Greatest', 'Hits']"
"Bluegrass Guitar Essentials: Webisodes 13, 14, & 15","['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'MusicalInstruments', 'Bluegrass', 'Guitar', 'Essentials:', 'Webisodes', '13,', '14,', '&', '15']"
Guitar - Rock - Beginner with Marc Seal,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Guitar', '-', 'Rock', '-', 'Beginner', 'with', 'Marc', 'Seal']"
"Oboe Solos: Learn to Perform Three Fun, Unique Pieces!","['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Oboe', 'Solos:', 'Learn', 'to', 'Perform', 'Three', 'Fun,', 'Unique', 'Pieces!']"
Bluegrass Guitar Essentials: Webisodes 11 & 12,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Bluegrass', 'Guitar', 'Essentials:', 'Webisodes', '11', '&', '12']"
Advanced Horn Studies - Learn to Master the French Horn!​,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Advanced', 'Horn', 'Studies', '-', 'Learn', 'to', 'Master', 'the', 'French', 'Horn!\u200b']"
Learn To Play Guitar Complete Beginners Quick Start,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Learn', 'To', 'Play', 'Guitar', 'Complete', 'Beginners', 'Quick', 'Start']"
Piano With Willie: Jazz Kids - Vol 4,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'MusicalInstruments', 'Piano', 'With', 'Willie:', 'Jazz', 'Kids', '-', 'Vol', '4']"
Instant Harmonica - play the old Popeye Spinach song now !,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Instant', 'Harmonica', '-', 'play', 'the', 'old', 'Popeye', 'Spinach', 'song', 'now', '!']"
Piano With Willie: Jazz Kids - Vol 2,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Piano', 'With', 'Willie:', 'Jazz', 'Kids', '-', 'Vol', '2']"
Practice guitar with no previous experience and become a pro,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Practice', 'guitar', 'with', 'no', 'previous', 'experience', 'and', 'become', 'a', 'pro']"
The Music Coach Online Spirit Drum Course,"['PaidCourse', 'PriceLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'The', 'Music', 'Coach', 'Online', 'Spirit', 'Drum', 'Course']"
Make Electronic Music with the iPad,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Make', 'Electronic', 'Music', 'with', 'the', 'iPad']"
Learn Loreena McKennitt Songs-Quicklessons Piano Course,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Learn', 'Loreena', 'McKennitt', 'Songs-Quicklessons', 'Piano', 'Course']"
Guitar 201: Breakthroughs,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Guitar', '201:', 'Breakthroughs']"
Major Scales and Modes for Chromatic Harmonica,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Major', 'Scales', 'and', 'Modes', 'for', 'Chromatic', 'Harmonica']"
Play Guitar with Rhythm - 5 Easy Lessons,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Play', 'Guitar', 'with', 'Rhythm', '-', '5', 'Easy', 'Lessons']"
Coaching Bundle: Guitar for Music Educators: Part 1,"['PaidCourse', 'PriceMedium', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Coaching', 'Bundle:', 'Guitar', 'for', 'Music', 'Educators:', 'Part', '1']"
Coaching Bundle: Guitar for Music Educators: Part 2,"['PaidCourse', 'PriceMedium', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Coaching', 'Bundle:', 'Guitar', 'for', 'Music', 'Educators:', 'Part', '2']"
Ukulele 3:  Intermediate,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'MusicalInstruments', 'Ukulele', '3:', '', 'Intermediate']"
"Beginners Guitar Course - 'Try it and love it method""","['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'MusicalInstruments', 'Beginners', 'Guitar', 'Course', '-', ""'Try"", 'it', 'and', 'love', 'it', 'method""']"
Coaching Course: Rhythm Instruction for Music Educators P1,"['PaidCourse', 'PriceMedium', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Coaching', 'Course:', 'Rhythm', 'Instruction', 'for', 'Music', 'Educators', 'P1']"
Learn Pirates of the Caribbean by Ear on the Piano,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Learn', 'Pirates', 'of', 'the', 'Caribbean', 'by', 'Ear', 'on', 'the', 'Piano']"
Coaching Course: Rhythm Instruction for Music Educators P2,"['PaidCourse', 'PriceMedium', 'AllLevels', 'DurationVeryLow', 'MusicalInstruments', 'Coaching', 'Course:', 'Rhythm', 'Instruction', 'for', 'Music', 'Educators', 'P2']"
